brand,generation,tier,type,sentiment
nvidia,30,low,post,0.0
nvidia,30,low,comment,0.743
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.3612
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.7717
nvidia,30,low,comment,0.7118
nvidia,30,low,comment,-0.3007
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.4003
nvidia,30,low,comment,-0.0
nvidia,30,low,comment,-0.6697
nvidia,30,low,comment,0.1779
nvidia,30,low,comment,-0.6557
nvidia,30,low,comment,-0.8126
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.8362
nvidia,30,low,comment,0.0
nvidia,30,low,post,0.0
nvidia,30,low,comment,0.4767
nvidia,30,low,comment,0.7712
nvidia,30,low,comment,0.2905
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.6989
nvidia,30,low,comment,-0.296
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.9259
nvidia,30,low,comment,0.6369
nvidia,30,low,comment,-0.7227
nvidia,30,low,comment,0.0
nvidia,30,low,comment,-0.5859
nvidia,30,low,comment,0.5098
nvidia,30,low,comment,0.7003
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.4815
nvidia,30,low,comment,0.9099
nvidia,30,low,comment,-0.5106
nvidia,30,low,comment,0.7178
nvidia,30,low,comment,0.0
nvidia,30,low,post,0.0
nvidia,30,low,comment,0.8225
nvidia,30,low,comment,0.368
nvidia,30,low,comment,0.34
nvidia,30,low,comment,0.7351
nvidia,30,low,comment,0.4184
nvidia,30,low,comment,0.5484
nvidia,30,low,comment,0.0
nvidia,30,low,comment,-0.594
nvidia,30,low,comment,0.8249
nvidia,30,low,comment,0.765
nvidia,30,low,comment,0.25
nvidia,30,low,comment,0.9846
nvidia,30,low,comment,-0.3566
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.2484
nvidia,30,low,comment,0.2372
nvidia,30,low,comment,0.9039
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.6808
nvidia,30,low,comment,0.9144
nvidia,30,low,post,-0.7639
nvidia,30,low,comment,-0.7738
nvidia,30,low,comment,0.4215
nvidia,30,low,comment,-0.6633
nvidia,30,low,comment,0.3151
nvidia,30,low,comment,-0.5927
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.5719
nvidia,30,low,comment,-0.1372
nvidia,30,low,comment,-0.7629
nvidia,30,low,comment,-0.9166
nvidia,30,low,comment,-0.4284
nvidia,30,low,comment,0.7236
nvidia,30,low,comment,0.0
nvidia,30,low,comment,-0.2154
nvidia,30,low,comment,0.9075
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.7845
nvidia,30,low,comment,0.9507
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.8188
nvidia,30,low,post,-0.4588
nvidia,30,low,comment,0.8519
nvidia,30,low,comment,0.4588
nvidia,30,low,comment,0.6124
nvidia,30,low,comment,-0.25
nvidia,30,low,comment,0.0
nvidia,30,low,comment,-0.1013
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,-0.3182
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.4019
nvidia,30,low,comment,0.6705
nvidia,30,low,comment,-0.1027
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.4767
nvidia,30,low,comment,0.3612
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.0
nvidia,30,low,post,0.2787
nvidia,30,low,comment,0.5707
nvidia,30,low,comment,0.0
nvidia,30,low,comment,0.4588
nvidia,30,low,comment,0.7579
nvidia,30,low,comment,0.4215
nvidia,30,low,comment,0.784
nvidia,30,low,comment,-0.4767
nvidia,30,low,comment,0.9198
